Date,Close,Open,High,Low,Change %,Daily Return (%),Volatility (7D),SMA (7D),SMA (30D),Forward Premia of US$ 1-month (%),Forward Premia of US$ 3-month (%),Forward Premia of US$ 6-month (%),Reverse Repo Rate (%),Marginal Standing Facility (MSF) Rate (%),Bank Rate (%),Base Rate (%),91-Day Treasury Bill (Primary) Yield (%),182-Day Treasury Bill (Primary) Yield (%),364-Day Treasury Bill (Primary) Yield (%),10-Year G-Sec Yield (FBIL) (%),Cash Reserve Ratio (%),Statutory Liquidity Ratio (%),Policy Repo Rate (%),"Foreign Exchange Reserves 
(US $ Million)"
10-05-2019,7.024,7.038,7.038,7.024,0,0,0.014023789,7.035,6.927566667,0.0463,0.044,0.0426,0.0575,0.0625,0.0625,0.0895,0.064805,0.065014,0.065369,0.074582,0.04,0.19,0.06,420055.3
13-05-2019,7.004,7.037,7.037,7.004,-0.0028,-0.00284738,0.017605465,7.029428571,6.940066667,0.0462,0.0445,0.0439,0.0575,0.0625,0.0625,0.0895,0.063977,0.064587,0.064686,0.074087,0.04,0.19,0.06,417998.2
14-05-2019,6.936,7.003,7.003,6.936,-0.0097,-0.009708738,0.036505055,7.012571429,6.950766667,0.0462,0.0445,0.0439,0.0575,0.0625,0.0625,0.0895,0.063977,0.064587,0.064686,0.074087,0.04,0.19,0.06,417998.2
15-05-2019,6.949,6.949,6.949,6.949,0.0019,0.001874279,0.040515135,6.999142857,6.9621,0.0462,0.0445,0.0439,0.0575,0.0625,0.0625,0.0895,0.063977,0.064587,0.064686,0.074087,0.04,0.19,0.06,417998.2
16-05-2019,6.934,7.001,7.001,6.934,-0.0022,-0.002158584,0.04201077,6.983714286,6.970933333,0.0462,0.0445,0.0439,0.0575,0.0625,0.0625,0.0895,0.063977,0.064587,0.064686,0.074087,0.04,0.19,0.06,417998.2
17-05-2019,6.928,6.932,6.932,6.915,-0.0009,-0.000865301,0.044032996,6.971285714,6.9799,0.0462,0.0445,0.0439,0.0575,0.0625,0.0625,0.0895,0.063977,0.064587,0.064686,0.074087,0.04,0.19,0.06,417998.2
20-05-2019,6.841,6.851,6.851,6.831,-0.0126,-0.012557737,0.059223949,6.945142857,6.984533333,0.0414,0.0419,0.0417,0.0575,0.0625,0.0625,0.0895,0.063563,0.063946,0.064119,0.072681,0.04,0.19,0.06,419992.1
21-05-2019,6.83,6.84,6.846,6.83,-0.0016,-0.001607952,0.061519258,6.917428571,6.9866,0.0414,0.0419,0.0417,0.0575,0.0625,0.0625,0.0895,0.063563,0.063946,0.064119,0.072681,0.04,0.19,0.06,419992.1
22-05-2019,6.816,6.844,6.844,6.816,-0.002,-0.00204978,0.05838338,6.890571429,6.986533333,0.0414,0.0419,0.0417,0.0575,0.0625,0.0625,0.0895,0.063563,0.063946,0.064119,0.072681,0.04,0.19,0.06,419992.1
23-05-2019,6.778,6.778,6.845,6.778,-0.0056,-0.005575117,0.067692934,6.868,6.983366667,0.0414,0.0419,0.0417,0.0575,0.0625,0.0625,0.0895,0.063563,0.063946,0.064119,0.072681,0.04,0.19,0.06,419992.1
24-05-2019,6.765,6.825,6.825,6.758,-0.0019,-0.00191797,0.066715101,6.841714286,6.976666667,0.0414,0.0419,0.0417,0.0575,0.0625,0.0625,0.0895,0.063563,0.063946,0.064119,0.072681,0.04,0.19,0.06,419992.1
27-05-2019,6.724,6.764,6.767,6.724,-0.0061,-0.006060606,0.065504998,6.811714286,6.968633333,0.0395,0.0395,0.0393,0.0575,0.0625,0.0625,0.0895,0.061908,0.062665,0.062985,0.070706,0.04,0.19,0.06,421867.8
28-05-2019,6.733,6.723,6.76,6.723,0.0013,0.001338489,0.046523931,6.783857143,6.961266667,0.0395,0.0395,0.0393,0.0575,0.0625,0.0625,0.0895,0.061908,0.062665,0.062985,0.070706,0.04,0.19,0.06,421867.8
29-05-2019,6.728,6.733,6.74,6.728,-0.0007,-0.000742611,0.042851349,6.767714286,6.953866667,0.0395,0.0395,0.0393,0.0575,0.0625,0.0625,0.0895,0.061908,0.062665,0.062985,0.070706,0.04,0.19,0.06,421867.8
30-05-2019,6.735,6.748,6.753,6.732,0.001,0.001040428,0.033957957,6.754142857,6.944833333,0.0395,0.0395,0.0393,0.0575,0.0625,0.0625,0.0895,0.061908,0.062665,0.062985,0.070706,0.04,0.19,0.06,421867.8
31-05-2019,6.672,6.712,6.751,6.672,-0.0094,-0.00935412,0.033856841,6.733571429,6.9332,0.0395,0.0395,0.0393,0.0575,0.0625,0.0625,0.0895,0.061908,0.062665,0.062985,0.070706,0.04,0.19,0.06,421867.8
03-06-2019,6.651,6.667,6.677,6.634,-0.0031,-0.003147482,0.039618418,6.715428571,6.9209,0.0398,0.0407,0.0413,0.055,0.06,0.06,0.0895,0.060668,0.061812,0.061853,0.070401,0.04,0.19,0.0575,423553.9
04-06-2019,6.672,6.682,6.715,6.665,0.0032,0.00315742,0.035615673,6.702142857,6.910733333,0.0398,0.0407,0.0413,0.055,0.06,0.06,0.0895,0.060668,0.061812,0.061853,0.070401,0.04,0.19,0.0575,423553.9
06-06-2019,6.591,6.664,6.681,6.581,-0.0121,-0.012140288,0.053164614,6.683142857,6.8933,0.0398,0.0407,0.0413,0.055,0.06,0.06,0.0895,0.060668,0.061812,0.061853,0.070401,0.04,0.19,0.0575,423553.9
07-06-2019,6.58,6.61,6.619,6.58,-0.0017,-0.001668943,0.060232091,6.661285714,6.876533333,0.0398,0.0407,0.0413,0.055,0.06,0.06,0.0895,0.060668,0.061812,0.061853,0.070401,0.04,0.19,0.0575,423553.9
10-06-2019,6.619,6.626,6.66,6.619,0.0059,0.005927052,0.053863142,6.645714286,6.8623,0.0431,0.0443,0.0438,0.055,0.06,0.06,0.0895,0.059428,0.061173,0.061288,0.069852,0.04,0.19,0.0575,422200.1
11-06-2019,6.625,6.692,6.692,6.625,0.0009,0.000906481,0.036823905,6.63,6.847966667,0.0431,0.0443,0.0438,0.055,0.06,0.06,0.0895,0.059428,0.061173,0.061288,0.069852,0.04,0.19,0.0575,422200.1
12-06-2019,6.614,6.641,6.641,6.614,-0.0017,-0.001660377,0.032008927,6.621714286,6.833466667,0.0431,0.0443,0.0438,0.055,0.06,0.06,0.0895,0.059428,0.061173,0.061288,0.069852,0.04,0.19,0.0575,422200.1
13-06-2019,6.582,6.606,6.64,6.582,-0.0048,-0.004838222,0.032111413,6.611857143,6.8184,0.0431,0.0443,0.0438,0.055,0.06,0.06,0.0895,0.059428,0.061173,0.061288,0.069852,0.04,0.19,0.0575,422200.1
14-06-2019,6.535,6.586,6.586,6.535,-0.0071,-0.007140687,0.031079008,6.592285714,6.801466667,0.0431,0.0443,0.0438,0.055,0.06,0.06,0.0895,0.059428,0.061173,0.061288,0.069852,0.04,0.19,0.0575,422200.1
17-06-2019,6.548,6.548,6.548,6.548,0.002,0.001989288,0.035333783,6.586142857,6.7846,0.0491,0.0471,0.0462,0.055,0.06,0.06,0.0895,0.059841,0.06096,0.061288,0.069137,0.04,0.19,0.0575,426416
18-06-2019,6.546,6.546,6.546,6.546,-0.0003,-0.000305437,0.03851283,6.581285714,6.768033333,0.0491,0.0471,0.0462,0.055,0.06,0.06,0.0895,0.059841,0.06096,0.061288,0.069137,0.04,0.19,0.0575,426416
19-06-2019,6.485,6.532,6.532,6.485,-0.0093,-0.009318668,0.048619024,6.562142857,6.749466667,0.0491,0.0471,0.0462,0.055,0.06,0.06,0.0895,0.059841,0.06096,0.061288,0.069137,0.04,0.19,0.0575,426416
20-06-2019,6.413,6.379,6.463,6.379,-0.0111,-0.011102544,0.065897467,6.531857143,6.7294,0.0491,0.0471,0.0462,0.055,0.06,0.06,0.0895,0.059841,0.06096,0.061288,0.069137,0.04,0.19,0.0575,426416
21-06-2019,6.493,6.459,6.51,6.459,0.0125,0.012474661,0.055865485,6.514571429,6.7117,0.0491,0.0471,0.0462,0.055,0.06,0.06,0.0895,0.059841,0.06096,0.061288,0.069137,0.04,0.19,0.0575,426416
24-06-2019,6.526,6.492,6.526,6.475,0.0051,0.005082396,0.048065432,6.506571429,6.6951,0.0461,0.0464,0.047,0.055,0.06,0.06,0.0895,0.060254,0.061599,0.061627,0.069332,0.04,0.19,0.0575,427678.8
25-06-2019,6.508,6.508,6.525,6.508,-0.0028,-0.002758198,0.046460429,6.502714286,6.678566667,0.0461,0.0464,0.047,0.055,0.06,0.06,0.0895,0.060254,0.061599,0.061627,0.069332,0.04,0.19,0.0575,427678.8
26-06-2019,6.581,6.557,6.625,6.557,0.0112,0.011216964,0.053030988,6.507428571,6.666733333,0.0461,0.0464,0.047,0.055,0.06,0.06,0.0895,0.060254,0.061599,0.061627,0.069332,0.04,0.19,0.0575,427678.8
27-06-2019,6.576,6.576,6.576,6.576,-0.0008,-0.000759763,0.057676437,6.511714286,6.6543,0.0461,0.0464,0.047,0.055,0.06,0.06,0.0895,0.060254,0.061599,0.061627,0.069332,0.04,0.19,0.0575,427678.8
28-06-2019,6.569,6.569,6.569,6.569,-0.0011,-0.001064477,0.059887991,6.523714286,6.642133333,0.0461,0.0464,0.047,0.055,0.06,0.06,0.0895,0.060254,0.061599,0.061627,0.069332,0.04,0.19,0.0575,427678.8
01-07-2019,6.59,6.634,6.634,6.59,0.0032,0.003196834,0.039115214,6.549,6.630866667,0.0436,0.046,0.0471,0.055,0.06,0.06,0.0895,0.059841,0.061173,0.061288,0.067609,0.04,0.19,0.0575,429911.4
02-07-2019,6.567,6.593,6.609,6.56,-0.0035,-0.003490137,0.030511512,6.559571429,6.621733333,0.0436,0.046,0.0471,0.055,0.06,0.06,0.0895,0.059841,0.061173,0.061288,0.067609,0.04,0.19,0.0575,429911.4
03-07-2019,6.544,6.576,6.576,6.537,-0.0035,-0.00350236,0.027853357,6.562142857,6.6122,0.0436,0.046,0.0471,0.055,0.06,0.06,0.0895,0.059841,0.061173,0.061288,0.067609,0.04,0.19,0.0575,429911.4
04-07-2019,6.494,6.576,6.576,6.494,-0.0076,-0.007640587,0.03250348,6.560142857,6.601466667,0.0436,0.046,0.0471,0.055,0.06,0.06,0.0895,0.059841,0.061173,0.061288,0.067609,0.04,0.19,0.0575,429911.4
05-07-2019,6.428,6.549,6.591,6.428,-0.0102,-0.010163228,0.057765948,6.538285714,6.5898,0.0436,0.046,0.0471,0.055,0.06,0.06,0.0895,0.059841,0.061173,0.061288,0.067609,0.04,0.19,0.0575,429911.4
08-07-2019,6.363,6.412,6.412,6.363,-0.0101,-0.01011201,0.084501338,6.507857143,6.5764,0.0402,0.0419,0.0443,0.055,0.06,0.06,0.0895,0.058602,0.060322,0.060611,0.065583,0.04,0.1875,0.0575,428797.6
09-07-2019,6.382,6.379,6.411,6.379,0.003,0.002986013,0.091240394,6.481142857,6.565,0.0402,0.0419,0.0443,0.055,0.06,0.06,0.0895,0.058602,0.060322,0.060611,0.065583,0.04,0.1875,0.0575,428797.6
10-07-2019,6.369,6.457,6.457,6.369,-0.002,-0.002036979,0.085340215,6.449571429,6.552866667,0.0402,0.0419,0.0443,0.055,0.06,0.06,0.0895,0.058602,0.060322,0.060611,0.065583,0.04,0.1875,0.0575,428797.6
11-07-2019,6.355,6.424,6.424,6.355,-0.0022,-0.002198147,0.073520324,6.419285714,6.540433333,0.0402,0.0419,0.0443,0.055,0.06,0.06,0.0895,0.058602,0.060322,0.060611,0.065583,0.04,0.1875,0.0575,428797.6
12-07-2019,6.351,6.442,6.442,6.344,-0.0006,-0.000629426,0.051992673,6.391714286,6.527633333,0.0402,0.0419,0.0443,0.055,0.06,0.06,0.0895,0.058602,0.060322,0.060611,0.065583,0.04,0.1875,0.0575,428797.6
15-07-2019,6.308,6.344,6.344,6.308,-0.0068,-0.006770587,0.036108303,6.365142857,6.5155,0.0401,0.0415,0.0433,0.055,0.06,0.06,0.0895,0.057364,0.059258,0.059823,0.064531,0.04,0.1875,0.0575,430376.38
16-07-2019,6.281,6.337,6.337,6.281,-0.0043,-0.004280279,0.036205104,6.344142857,6.503166667,0.0401,0.0415,0.0433,0.055,0.06,0.06,0.0895,0.057364,0.059258,0.059823,0.064531,0.04,0.1875,0.0575,430376.38
17-07-2019,6.297,6.278,6.343,6.255,0.0025,0.002547365,0.038964575,6.334714286,6.490666667,0.0401,0.0415,0.0433,0.055,0.06,0.06,0.0895,0.057364,0.059258,0.059823,0.064531,0.04,0.1875,0.0575,430376.38
18-07-2019,6.287,6.326,6.341,6.287,-0.0016,-0.001588058,0.036195896,6.321142857,6.480533333,0.0401,0.0415,0.0433,0.055,0.06,0.06,0.0895,0.057364,0.059258,0.059823,0.064531,0.04,0.1875,0.0575,430376.38
19-07-2019,6.236,6.308,6.308,6.236,-0.0081,-0.008111977,0.041418307,6.302142857,6.469066667,0.0401,0.0415,0.0433,0.055,0.06,0.06,0.0895,0.057364,0.059258,0.059823,0.064531,0.04,0.1875,0.0575,430376.38
22-07-2019,6.272,6.351,6.351,6.272,0.0058,0.005772931,0.035174395,6.290285714,6.4575,0.04,0.0409,0.0431,0.055,0.06,0.06,0.0895,0.057364,0.059471,0.059823,0.066186,0.04,0.1875,0.0575,429649.28
23-07-2019,6.298,6.307,6.324,6.275,0.0041,0.004145408,0.023788753,6.282714286,6.4466,0.04,0.0409,0.0431,0.055,0.06,0.06,0.0895,0.057364,0.059471,0.059823,0.066186,0.04,0.1875,0.0575,429649.28
24-07-2019,6.264,6.406,6.406,6.264,-0.0054,-0.005398539,0.021716792,6.276428571,6.434933333,0.04,0.0409,0.0431,0.055,0.06,0.06,0.0895,0.057364,0.059471,0.059823,0.066186,0.04,0.1875,0.0575,429649.28
25-07-2019,6.316,6.333,6.418,6.28,0.0083,0.008301405,0.026456613,6.281428571,6.426066667,0.04,0.0409,0.0431,0.055,0.06,0.06,0.0895,0.057364,0.059471,0.059823,0.066186,0.04,0.1875,0.0575,429649.28
26-07-2019,6.315,6.414,6.414,6.315,-0.0002,-0.000158328,0.028977002,6.284,6.418733333,0.04,0.0409,0.0431,0.055,0.06,0.06,0.0895,0.057364,0.059471,0.059823,0.066186,0.04,0.1875,0.0575,429649.28
29-07-2019,6.246,6.354,6.354,6.246,-0.0109,-0.010926366,0.032230568,6.278142857,6.408666667,0.03977054,0.04092331,0.04178789,0.055,0.06,0.06,0.0895,0.056539,0.058833,0.059372,0.064951,0.04,0.1875,0.0575,428952.05
30-07-2019,6.229,6.37,6.37,6.229,-0.0027,-0.002721742,0.033825181,6.277142857,6.3981,0.03977054,0.04092331,0.04178789,0.055,0.06,0.06,0.0895,0.056539,0.058833,0.059372,0.064951,0.04,0.1875,0.0575,428952.05
31-07-2019,6.209,6.304,6.304,6.206,-0.0032,-0.003210788,0.042651411,6.268142857,6.3889,0.03977054,0.04092331,0.04178789,0.055,0.06,0.06,0.0895,0.056539,0.058833,0.059372,0.064951,0.04,0.1875,0.0575,428952.05
01-08-2019,6.212,6.271,6.271,6.212,0.0005,0.00048317,0.044942291,6.255857143,6.3822,0.03977054,0.04092331,0.04178789,0.055,0.06,0.06,0.0895,0.056539,0.058833,0.059372,0.064951,0.04,0.1875,0.0575,428952.05
02-08-2019,6.121,6.204,6.204,6.121,-0.0146,-0.014649066,0.067475569,6.235428571,6.3698,0.03977054,0.04092331,0.04178789,0.055,0.06,0.06,0.0895,0.056539,0.058833,0.059372,0.064951,0.04,0.1875,0.0575,428952.05
05-08-2019,6.16,6.154,6.236,6.154,0.0064,0.006371508,0.061966197,6.213142857,6.3576,0.03743698,0.03857144,0.03942228,0.0515,0.0565,0.0565,0.0895,0.054477,0.056923,0.058473,0.066385,0.04,0.1875,0.054,430571.99
06-08-2019,6.104,6.156,6.156,6.104,-0.0091,-0.009090909,0.055099909,6.183,6.344133333,0.03743698,0.03857144,0.03942228,0.0515,0.0565,0.0565,0.0895,0.054477,0.056923,0.058473,0.066385,0.04,0.1875,0.054,430571.99
07-08-2019,6.028,6.123,6.268,6.028,-0.0125,-0.012450852,0.072437165,6.151857143,6.3257,0.03743698,0.03857144,0.03942228,0.0515,0.0565,0.0565,0.0895,0.054477,0.056923,0.058473,0.066385,0.04,0.1875,0.054,430571.99
08-08-2019,5.981,6.004,6.053,5.981,-0.0078,-0.007796948,0.087500204,6.116428571,6.305866667,0.03743698,0.03857144,0.03942228,0.0515,0.0565,0.0565,0.0895,0.054477,0.056923,0.058473,0.066385,0.04,0.1875,0.054,430571.99
09-08-2019,6.087,6.018,6.15,6.018,0.0177,0.017722789,0.077575769,6.099,6.2898,0.03743698,0.03857144,0.03942228,0.0515,0.0565,0.0565,0.0895,0.054477,0.056923,0.058473,0.066385,0.04,0.1875,0.054,430571.99
13-08-2019,6.11,6.153,6.242,6.11,0.0038,0.003778544,0.060516822,6.084428571,6.2738,0.0370333,0.03899718,0.0396,0.0515,0.0565,0.0565,0.0895,0.054889,0.056499,0.057688,0.066924,0.04,0.1875,0.054,430501.3
14-08-2019,6.198,6.158,6.241,6.158,0.0144,0.014402619,0.073810246,6.095428571,6.2615,0.0370333,0.03899718,0.0396,0.0515,0.0565,0.0565,0.0895,0.054889,0.056499,0.057688,0.066924,0.04,0.1875,0.054,430501.3
16-08-2019,6.126,6.206,6.206,6.123,-0.0116,-0.011616651,0.069866199,6.090571429,6.247566667,0.0370333,0.03899718,0.0396,0.0515,0.0565,0.0565,0.0895,0.054889,0.056499,0.057688,0.066924,0.04,0.1875,0.054,430501.3
19-08-2019,6.132,6.239,6.239,6.132,0.001,0.000979432,0.071544525,6.094571429,6.2355,0.04015241,0.0423831,0.04224368,0.0515,0.0565,0.0565,0.0895,0.054477,0.056287,0.057351,0.065722,0.04,0.1875,0.054,429050.71
20-08-2019,6.105,6.221,6.221,6.105,-0.0044,-0.004403131,0.065245325,6.105571429,6.224733333,0.04015241,0.0423831,0.04224368,0.0515,0.0565,0.0565,0.0895,0.054477,0.056287,0.057351,0.065722,0.04,0.1875,0.054,429050.71
21-08-2019,6.108,6.154,6.198,6.089,0.0005,0.0004914,0.035882746,6.123714286,6.216233333,0.04015241,0.0423831,0.04224368,0.0515,0.0565,0.0565,0.0895,0.054477,0.056287,0.057351,0.065722,0.04,0.1875,0.054,429050.71
22-08-2019,6.094,6.154,6.154,6.086,-0.0023,-0.002292076,0.034769308,6.124714286,6.206633333,0.04015241,0.0423831,0.04224368,0.0515,0.0565,0.0565,0.0895,0.054477,0.056287,0.057351,0.065722,0.04,0.1875,0.054,429050.71
23-08-2019,6.112,6.184,6.184,6.097,0.003,0.002953725,0.034636205,6.125,6.198066667,0.04015241,0.0423831,0.04224368,0.0515,0.0565,0.0565,0.0895,0.054477,0.056287,0.057351,0.065722,0.04,0.1875,0.054,429050.71
26-08-2019,6.044,6.101,6.101,6.035,-0.0111,-0.011125654,0.028988503,6.103,6.1877,0.03846229,0.04180684,0.04236426,0.0515,0.0565,0.0565,0.0895,0.054065,0.056287,0.057239,0.066974,0.04,0.1875,0.054,428604.33
27-08-2019,6.041,6.057,6.067,6.011,-0.0005,-0.00049636,0.034940085,6.090857143,6.177366667,0.03846229,0.04180684,0.04236426,0.0515,0.0565,0.0565,0.0895,0.054065,0.056287,0.057239,0.066974,0.04,0.1875,0.054,428604.33
28-08-2019,6.053,6.05,6.1,6.05,0.002,0.001986426,0.032077288,6.079571429,6.168866667,0.03846229,0.04180684,0.04236426,0.0515,0.0565,0.0565,0.0895,0.054065,0.056287,0.057239,0.066974,0.04,0.1875,0.054,428604.33
29-08-2019,6.049,6.133,6.133,6.049,-0.0007,-0.000660829,0.031658896,6.071571429,6.161133333,0.03846229,0.04180684,0.04236426,0.0515,0.0565,0.0565,0.0895,0.054065,0.056287,0.057239,0.066974,0.04,0.1875,0.054,428604.33
30-08-2019,6.063,6.106,6.106,6.046,0.0023,0.002314432,0.027297305,6.065142857,6.153333333,0.03846229,0.04180684,0.04236426,0.0515,0.0565,0.0565,0.0895,0.054065,0.056287,0.057239,0.066974,0.04,0.1875,0.054,428604.33
03-09-2019,6.05,6.052,6.052,6.035,-0.0021,-0.002144153,0.024463773,6.058857143,6.145433333,0.0418,0.0424,0.0428,0.0515,0.0565,0.0565,0.0895,0.053653,0.056075,0.056903,0.067303,0.04,0.1875,0.054,429608.36
04-09-2019,6.035,6.051,6.051,6.004,-0.0025,-0.002479339,0.009026416,6.047857143,6.138733333,0.0418,0.0424,0.0428,0.0515,0.0565,0.0565,0.0895,0.053653,0.056075,0.056903,0.067303,0.04,0.1875,0.054,429608.36
05-09-2019,6.024,6.067,6.067,6.024,-0.0018,-0.001822701,0.012819256,6.045,6.130466667,0.0418,0.0424,0.0428,0.0515,0.0565,0.0565,0.0895,0.053653,0.056075,0.056903,0.067303,0.04,0.1875,0.054,429608.36
06-09-2019,6.015,6.032,6.049,6.015,-0.0015,-0.001494024,0.017192191,6.041285714,6.121033333,0.0418,0.0424,0.0428,0.0515,0.0565,0.0565,0.0895,0.053653,0.056075,0.056903,0.067303,0.04,0.1875,0.054,429608.36
09-09-2019,5.973,6.041,6.041,5.973,-0.007,-0.006982544,0.029957907,6.029857143,6.111333333,0.0457,0.04426357,0.0448,0.0515,0.0565,0.0565,0.0895,0.053241,0.055439,0.056456,0.067675,0.04,0.1875,0.054,428959.61
11-09-2019,6.036,6.013,6.063,6.003,0.0105,0.010547464,0.028959742,6.028,6.102,0.0457,0.04426357,0.0448,0.0515,0.0565,0.0565,0.0895,0.053241,0.055439,0.056456,0.067675,0.04,0.1875,0.054,428959.61
12-09-2019,6.036,6.063,6.08,6.036,0,0,0.025056127,6.024142857,6.0927,0.0457,0.04426357,0.0448,0.0515,0.0565,0.0565,0.0895,0.053241,0.055439,0.056456,0.067675,0.04,0.1875,0.054,428959.61
13-09-2019,6.037,6.044,6.057,6.027,0.0002,0.000165673,0.023235851,6.022285714,6.085733333,0.0457,0.04426357,0.0448,0.0515,0.0565,0.0565,0.0895,0.053241,0.055439,0.056456,0.067675,0.04,0.1875,0.054,428959.61
16-09-2019,6.107,6.246,6.246,6.107,0.0116,0.011595163,0.039819832,6.032571429,6.081666667,0.04398269,0.04172717,0.04384172,0.0515,0.0565,0.0565,0.0895,0.05283,0.054592,0.056008,0.069083,0.04,0.1875,0.054,428571.59
17-09-2019,6.093,6.107,6.144,6.093,-0.0023,-0.002292451,0.045482074,6.042428571,6.0778,0.04398269,0.04172717,0.04384172,0.0515,0.0565,0.0565,0.0895,0.05283,0.054592,0.056008,0.069083,0.04,0.1875,0.054,428571.59
18-09-2019,6.042,6.094,6.13,6.042,-0.0084,-0.008370261,0.043885131,6.046285714,6.072133333,0.04398269,0.04172717,0.04384172,0.0515,0.0565,0.0565,0.0895,0.05283,0.054592,0.056008,0.069083,0.04,0.1875,0.054,428571.59
19-09-2019,6.048,6.046,6.075,6.027,0.001,0.000993049,0.029955523,6.057,6.0697,0.04398269,0.04172717,0.04384172,0.0515,0.0565,0.0565,0.0895,0.05283,0.054592,0.056008,0.069083,0.04,0.1875,0.054,428571.59
20-09-2019,6.124,6.056,6.346,6.005,0.0126,0.012566138,0.037250759,6.069571429,6.0685,0.04398269,0.04172717,0.04384172,0.0515,0.0565,0.0565,0.0895,0.05283,0.054592,0.056008,0.069083,0.04,0.1875,0.054,428571.59
23-09-2019,6.127,6.157,6.191,6.127,0.0005,0.000489876,0.039399057,6.082571429,6.069266667,0.03975358,0.03947164,0.04229105,0.0515,0.0565,0.0565,0.0895,0.054065,0.055016,0.056008,0.068473,0.04,0.1875,0.054,433593.66
24-09-2019,6.14,6.14,6.225,6.14,0.0021,0.002121756,0.038771615,6.097285714,6.073,0.03975358,0.03947164,0.04229105,0.0515,0.0565,0.0565,0.0895,0.054065,0.055016,0.056008,0.068473,0.04,0.1875,0.054,433593.66
25-09-2019,6.149,6.223,6.223,6.149,0.0015,0.001465798,0.043488367,6.103285714,6.0786,0.03975358,0.03947164,0.04229105,0.0515,0.0565,0.0565,0.0895,0.054065,0.055016,0.056008,0.068473,0.04,0.1875,0.054,433593.66
26-09-2019,6.132,6.223,6.223,6.132,-0.0028,-0.002764677,0.044438829,6.108857143,6.0801,0.03975358,0.03947164,0.04229105,0.0515,0.0565,0.0565,0.0895,0.054065,0.055016,0.056008,0.068473,0.04,0.1875,0.054,433593.66
27-09-2019,6.147,6.171,6.188,6.147,0.0024,0.002446184,0.034782316,6.123857143,6.081333333,0.03975358,0.03947164,0.04229105,0.0515,0.0565,0.0565,0.0895,0.054065,0.055016,0.056008,0.068473,0.04,0.1875,0.054,433593.66
30-09-2019,6.126,6.163,6.163,6.119,-0.0034,-0.003416301,0.010327956,6.135,6.078933333,0.04402408,0.03866218,0.04176644,0.049,0.054,0.054,0.0895,0.053241,0.054361,0.055338,0.064724,0.04,0.1875,0.0515,437832.8
01-10-2019,6.052,6.124,6.124,6.052,-0.0121,-0.01207966,0.033335238,6.124714286,6.076466667,0.04402408,0.03866218,0.04176644,0.049,0.054,0.054,0.0895,0.053241,0.054361,0.055338,0.064724,0.04,0.1875,0.0515,437832.8
03-10-2019,6.031,6.031,6.048,6.031,-0.0035,-0.003469927,0.048524908,6.111,6.0731,0.04402408,0.03866218,0.04176644,0.049,0.054,0.054,0.0895,0.053241,0.054361,0.055338,0.064724,0.04,0.1875,0.0515,437832.8
04-10-2019,6.022,6.046,6.063,6.012,-0.0015,-0.00149229,0.056596315,6.094142857,6.070333333,0.04402408,0.03866218,0.04176644,0.049,0.054,0.054,0.0895,0.053241,0.054361,0.055338,0.064724,0.04,0.1875,0.0515,437832.8
07-10-2019,5.994,6.021,6.038,5.99,-0.0046,-0.004649618,0.061652251,6.072,6.066533333,0.0372,0.038,0.0408,0.049,0.054,0.054,0.0895,0.052006,0.053323,0.054111,0.065427,0.04,0.1875,0.0515,439711.96
09-10-2019,5.962,5.993,5.993,5.962,-0.0053,-0.005338672,0.067302091,6.047714286,6.062133333,0.0372,0.038,0.0408,0.049,0.054,0.054,0.0895,0.052006,0.053323,0.054111,0.065427,0.04,0.1875,0.0515,439711.96
10-10-2019,5.968,6.009,6.009,5.961,0.001,0.001006374,0.056416394,6.022142857,6.057333333,0.0372,0.038,0.0408,0.049,0.054,0.054,0.0895,0.052006,0.053323,0.054111,0.065427,0.04,0.1875,0.0515,439711.96
11-10-2019,5.976,5.983,6.004,5.973,0.0013,0.001340483,0.034702134,6.000714286,6.055066667,0.0372,0.038,0.0408,0.049,0.054,0.054,0.0895,0.052006,0.053323,0.054111,0.065427,0.04,0.1875,0.0515,439711.96
14-10-2019,5.965,6.006,6.006,5.965,-0.0018,-0.001840696,0.028253108,5.988285714,6.052533333,0.03792199,0.03707928,0.04045012,0.049,0.054,0.054,0.0895,0.051183,0.052478,0.053666,0.065744,0.04,0.185,0.0515,440751.03
15-10-2019,5.947,5.989,5.989,5.947,-0.003,-0.003017603,0.024702998,5.976285714,6.049,0.03792199,0.03707928,0.04045012,0.049,0.054,0.054,0.0895,0.051183,0.052478,0.053666,0.065744,0.04,0.185,0.0515,440751.03
16-10-2019,5.936,5.964,5.964,5.936,-0.0018,-0.001849672,0.018876794,5.964,6.045233333,0.03792199,0.03707928,0.04045012,0.049,0.054,0.054,0.0895,0.051183,0.052478,0.053666,0.065744,0.04,0.185,0.0515,440751.03
17-10-2019,5.956,5.952,6.011,5.923,0.0034,0.003369272,0.013513662,5.958571429,6.041666667,0.03792199,0.03707928,0.04045012,0.049,0.054,0.054,0.0895,0.051183,0.052478,0.053666,0.065744,0.04,0.185,0.0515,440751.03
18-10-2019,5.932,5.968,5.968,5.932,-0.004,-0.00402955,0.016640456,5.954285714,6.037733333,0.03792199,0.03707928,0.04045012,0.049,0.054,0.054,0.0895,0.051183,0.052478,0.053666,0.065744,0.04,0.185,0.0515,440751.03
