Date,Price,Open,High,Low,Change %,Daily Return (%),Volatility (7D),SMA (7D),SMA (30D),Forward Premia of US$ 1-month (%),Forward Premia of US$ 3-month (%),Forward Premia of US$ 6-month (%),Reverse Repo Rate (%),Marginal Standing Facility (MSF) Rate (%),Bank Rate (%),Base Rate (%),91-Day Treasury Bill (Primary) Yield (%),182-Day Treasury Bill (Primary) Yield (%),364-Day Treasury Bill (Primary) Yield (%),10-Year G-Sec Yield (FBIL) (%),Cash Reserve Ratio (%),Statutory Liquidity Ratio (%),Policy Repo Rate (%),"Foreign Exchange Reserves 
(US $ Million)"
21-07-2015,7.836,7.836,7.836,7.836,-0.0005,-0.051020408,0.007380799,7.834857143,7.8184,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
22-07-2015,7.828,7.828,7.828,7.828,-0.0010,-0.102092905,0.006187545,7.835571429,7.8167,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
23-07-2015,7.803,7.803,7.803,7.803,-0.0032,-0.319366377,0.013501323,7.830428571,7.813933333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
24-07-2015,7.83,7.83,7.83,7.83,0.0035,0.346020761,0.011898379,7.828285714,7.812833333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
27-07-2015,7.828,7.828,7.828,7.828,-0.0003,-0.025542784,0.011874342,7.828,7.811033333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
28-07-2015,7.805,7.805,7.805,7.805,-0.0029,-0.293817067,0.014545495,7.824285714,7.809666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
29-07-2015,7.809,7.809,7.809,7.809,0.0005,0.051249199,0.013655629,7.819857143,7.8112,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
30-07-2015,7.821,7.821,7.821,7.821,0.0015,0.153668844,0.011743286,7.817714286,7.814966667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
31-07-2015,7.806,7.806,7.806,7.806,-0.0019,-0.191791331,0.011472534,7.814571429,7.8173,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
03-08-2015,7.813,7.813,7.813,7.813,0.0009,0.089674609,0.01036018,7.816,7.819466667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
04-08-2015,7.84,7.84,7.84,7.84,0.0035,0.345577883,0.012972498,7.817428571,7.820666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
05-08-2015,7.836,7.836,7.836,7.836,-0.0005,-0.051020408,0.014339423,7.818571429,7.8211,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
06-08-2015,7.806,7.806,7.806,7.806,-0.0038,-0.382848392,0.014185841,7.818714286,7.8206,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
07-08-2015,7.809,7.809,7.809,7.809,0.0004,0.038431975,0.014185841,7.818714286,7.818033333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
10-08-2015,7.788,7.788,7.788,7.788,-0.0027,-0.268920476,0.018211718,7.814,7.8156,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
11-08-2015,7.796,7.796,7.796,7.796,0.0010,0.102722137,0.019303343,7.812571429,7.8149,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
12-08-2015,7.796,7.796,7.796,7.796,0.0000,0,0.020284876,7.810142857,7.8144,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
13-08-2015,7.744,7.744,7.744,7.744,-0.0067,-0.667008722,0.027796026,7.796428571,7.812566667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
14-08-2015,7.745,7.745,7.745,7.745,0.0001,0.012913223,0.027482462,7.783428571,7.8123,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
17-08-2015,7.744,7.744,7.744,7.744,-0.0001,-0.012911556,0.028947407,7.774571429,7.8111,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
19-08-2015,7.741,7.741,7.741,7.741,-0.0004,-0.038739669,0.026798188,7.764857143,7.809766667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
20-08-2015,7.747,7.747,7.747,7.747,0.0008,0.077509366,0.025337719,7.759,7.808266667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
21-08-2015,7.784,7.784,7.784,7.784,0.0048,0.477604234,0.022684167,7.757285714,7.807666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
24-08-2015,7.893,7.893,7.893,7.893,0.0140,1.400308325,0.055771643,7.771142857,7.808533333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
25-08-2015,7.814,7.814,7.814,7.814,-0.0100,-1.000886862,0.05636615,7.781142857,7.808233333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
26-08-2015,7.791,7.791,7.791,7.791,-0.0029,-0.294343486,0.05408547,7.787714286,7.806633333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
27-08-2015,7.766,7.766,7.766,7.766,-0.0032,-0.32088307,0.051708892,7.790857143,7.804,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
28-08-2015,7.777,7.777,7.777,7.777,0.0014,0.141643059,0.047546468,7.796,7.802233333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
31-08-2015,7.784,7.784,7.784,7.784,0.0009,0.090009001,0.043033763,7.801285714,7.800666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
01-09-2015,7.751,7.751,7.751,7.751,-0.0042,-0.423946557,0.04687877,7.796571429,7.7977,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
02-09-2015,7.75,7.75,7.75,7.75,-0.0001,-0.012901561,0.022857738,7.776142857,7.794833333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
03-09-2015,7.746,7.746,7.746,7.746,-0.0005,-0.051612903,0.018026436,7.766428571,7.7921,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
04-09-2015,7.753,7.753,7.753,7.753,0.0009,0.090369223,0.014832397,7.761,7.790433333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
07-09-2015,7.801,7.801,7.801,7.801,0.0062,0.619115181,0.021291626,7.766,7.789466667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
08-09-2015,7.771,7.771,7.771,7.771,-0.0038,-0.384566081,0.020892013,7.765142857,7.787566667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
09-09-2015,7.766,7.766,7.766,7.766,-0.0006,-0.064341784,0.019225479,7.762571429,7.786266667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
10-09-2015,7.772,7.772,7.772,7.772,0.0008,0.077259851,0.018751508,7.765571429,7.785033333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
11-09-2015,7.771,7.771,7.771,7.771,-0.0001,-0.012866701,0.017481963,7.768571429,7.783366667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
14-09-2015,7.755,7.755,7.755,7.755,-0.0021,-0.205893707,0.015794815,7.769857143,7.781666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
15-09-2015,7.756,7.756,7.756,7.756,0.0001,0.012894907,0.015293945,7.770285714,7.779766667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
16-09-2015,7.753,7.753,7.753,7.753,-0.0004,-0.038679732,0.008462804,7.763428571,7.776866667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
18-09-2015,7.697,7.697,7.697,7.697,-0.0072,-0.722301045,0.025829109,7.752857143,7.772233333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
21-09-2015,7.703,7.703,7.703,7.703,0.0008,0.077952449,0.030953883,7.743857143,7.7688,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
22-09-2015,7.715,7.715,7.715,7.715,0.0016,0.155783461,0.029792137,7.735714286,7.765666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
23-09-2015,7.715,7.715,7.715,7.715,0.0000,0,0.026017393,7.727714286,7.763233333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
24-09-2015,7.715,7.715,7.715,7.715,0.0000,0,0.023273733,7.722,7.760533333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
27-09-2015,7.716,7.716,7.716,7.716,0.0001,0.012961763,0.017801819,7.716285714,7.757866667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
28-09-2015,7.725,7.725,7.725,7.725,0.0012,0.116640747,0.009286447,7.712285714,7.757233333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
29-09-2015,7.611,7.611,7.611,7.611,-0.0148,-1.475728155,0.039761791,7.7,7.752766667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
30-09-2015,7.539,7.539,7.539,7.539,-0.0095,-0.945999212,0.072520933,7.676571429,7.745933333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
01-10-2015,7.561,7.561,7.561,7.561,0.0029,0.291815891,0.081698342,7.654571429,7.739933333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
03-10-2015,7.563,7.563,7.563,7.563,0.0003,0.026451528,0.083147316,7.632857143,7.7338,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
05-10-2015,7.513,7.513,7.513,7.513,-0.0066,-0.661113315,0.084921532,7.604,7.724766667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
06-10-2015,7.527,7.527,7.527,7.527,0.0019,0.186343671,0.072516665,7.577,7.712566667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
07-10-2015,7.54,7.54,7.54,7.54,0.0017,0.172711572,0.031957561,7.550571429,7.703433333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
08-10-2015,7.536,7.536,7.536,7.536,-0.0005,-0.053050398,0.017724076,7.539857143,7.694933333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
09-10-2015,7.545,7.545,7.545,7.545,0.0012,0.119426752,0.017820534,7.540714286,7.687566667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
12-10-2015,7.58,7.58,7.58,7.58,0.0046,0.463883366,0.022307377,7.543428571,7.681,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
13-10-2015,7.56,7.56,7.56,7.56,-0.0026,-0.263852243,0.021893682,7.543,7.673533333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
14-10-2015,7.554,7.554,7.554,7.554,-0.0008,-0.079365079,0.017591935,7.548857143,7.666966667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
15-10-2015,7.548,7.548,7.548,7.548,-0.0008,-0.079428118,0.014814729,7.551857143,7.660233333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
16-10-2015,7.564,7.564,7.564,7.564,0.0021,0.211976683,0.014384184,7.555285714,7.654166667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
18-10-2015,7.565,7.565,7.565,7.565,0.0001,0.013220518,0.01185829,7.559428571,7.6479,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
19-10-2015,7.571,7.571,7.571,7.571,0.0008,0.079312624,0.010589752,7.563142857,7.640233333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
20-10-2015,7.579,7.579,7.579,7.579,0.0011,0.105666358,0.010327956,7.563,7.633833333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
21-10-2015,7.583,7.583,7.583,7.583,0.0005,0.052777411,0.012618958,7.566285714,7.627733333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
23-10-2015,7.585,7.585,7.585,7.585,0.0003,0.026374786,0.013021959,7.570714286,7.6215,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
26-10-2015,7.611,7.611,7.611,7.611,0.0034,0.342781806,0.016111221,7.579714286,7.616166667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
27-10-2015,7.604,7.604,7.604,7.604,-0.0009,-0.091972146,0.016691886,7.585428571,7.611133333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
28-10-2015,7.591,7.591,7.591,7.591,-0.0017,-0.170962651,0.014076323,7.589142857,7.605633333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
29-10-2015,7.629,7.629,7.629,7.629,0.0050,0.500592807,0.018109456,7.597428571,7.6015,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
30-10-2015,7.64,7.64,7.64,7.64,0.0014,0.144186656,0.022018391,7.606142857,7.5996,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
02-11-2015,7.629,7.629,7.629,7.629,-0.0014,-0.143979058,0.020790337,7.612714286,7.597133333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
03-11-2015,7.646,7.646,7.646,7.646,0.0022,0.222833923,0.020007142,7.621428571,7.594833333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
04-11-2015,7.652,7.652,7.652,7.652,0.0008,0.078472404,0.02231378,7.627285714,7.592733333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
05-11-2015,7.679,7.679,7.679,7.679,0.0035,0.352848928,0.02682039,7.638,7.591533333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
06-11-2015,7.685,7.685,7.685,7.685,0.0008,0.078135174,0.022559973,7.651428571,7.5905,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
09-11-2015,7.725,7.725,7.725,7.725,0.0052,0.52049447,0.033283773,7.665142857,7.5905,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
10-11-2015,7.682,7.682,7.682,7.682,-0.0056,-0.556634304,0.031746016,7.671142857,7.592866667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
13-11-2015,7.646,7.646,7.646,7.646,-0.0047,-0.468627961,0.028465518,7.673571429,7.596433333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
16-11-2015,7.652,7.652,7.652,7.652,0.0008,0.078472404,0.027573279,7.674428571,7.599466667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
17-11-2015,7.667,7.667,7.667,7.667,0.0020,0.196027182,0.026082287,7.676571429,7.602933333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
18-11-2015,7.679,7.679,7.679,7.679,0.0016,0.156514934,0.026082287,7.676571429,7.608466667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
19-11-2015,7.672,7.672,7.672,7.672,-0.0009,-0.091157703,0.025843853,7.674714286,7.6133,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
20-11-2015,7.697,7.697,7.697,7.697,0.0033,0.325860271,0.017623037,7.670714286,7.618533333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
22-11-2015,7.697,7.697,7.697,7.697,0.0000,0,0.01997856,7.672857143,7.6239,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
23-11-2015,7.715,7.715,7.715,7.715,0.0023,0.233857347,0.021484213,7.682714286,7.629566667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
24-11-2015,7.703,7.703,7.703,7.703,-0.0016,-0.155541154,0.017635192,7.69,7.633666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
26-11-2015,7.72,7.72,7.72,7.72,0.0022,0.220693236,0.017491495,7.697571429,7.639,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
27-11-2015,7.766,7.766,7.766,7.766,0.0060,0.595854922,0.029131884,7.71,7.646066667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
30-11-2015,7.786,7.786,7.786,7.786,0.0026,0.257532835,0.035513914,7.726285714,7.654,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
01-12-2015,7.72,7.72,7.72,7.72,-0.0085,-0.847675315,0.033350948,7.729571429,7.6592,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
02-12-2015,7.742,7.742,7.742,7.742,0.0028,0.284974093,0.03021589,7.736,7.6651,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
03-12-2015,7.712,7.712,7.712,7.712,-0.0039,-0.387496771,0.030582441,7.735571429,7.6698,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
04-12-2015,7.757,7.757,7.757,7.757,0.0058,0.583506224,0.027668961,7.743285714,7.675733333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
07-12-2015,7.754,7.754,7.754,7.754,-0.0004,-0.038674745,0.025822655,7.748142857,7.681433333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
08-12-2015,7.795,7.795,7.795,7.795,0.0053,0.52875935,0.03097695,7.752285714,7.688433333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
09-12-2015,7.777,7.777,7.777,7.777,-0.0023,-0.230917255,0.029495762,7.751,7.693966667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
10-12-2015,7.78,7.78,7.78,7.78,0.0004,0.038575286,0.027645718,7.759571429,7.699833333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
11-12-2015,7.773,7.773,7.773,7.773,-0.0009,-0.089974293,0.026832816,7.764,7.7059,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
14-12-2015,7.816,7.816,7.816,7.816,0.0055,0.553196964,0.02150526,7.778857143,7.712133333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
15-12-2015,7.787,7.787,7.787,7.787,-0.0037,-0.371033777,0.019299642,7.783142857,7.717033333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
16-12-2015,7.734,7.734,7.734,7.734,-0.0068,-0.680621549,0.024978086,7.780285714,7.720533333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
17-12-2015,7.708,7.708,7.708,7.708,-0.0034,-0.336177916,0.035755785,7.767857143,7.7226,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
18-12-2015,7.725,7.725,7.725,7.725,0.0022,0.220550078,0.038810897,7.760428571,7.725033333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
21-12-2015,7.773,7.773,7.773,7.773,0.0062,0.621359223,0.038309516,7.759428571,7.728166667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
22-12-2015,7.756,7.756,7.756,7.756,-0.0022,-0.218705776,0.037841776,7.757,7.730533333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
23-12-2015,7.749,7.749,7.749,7.749,-0.0009,-0.090252708,0.027488526,7.747428571,7.731333333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
28-12-2015,7.756,7.756,7.756,7.756,0.0009,0.090334237,0.022,7.743,7.7338,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
29-12-2015,7.755,7.755,7.755,7.755,-0.0001,-0.012893244,0.022,7.746,7.737433333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
30-12-2015,7.749,7.749,7.749,7.749,-0.0008,-0.077369439,0.014311168,7.751857143,7.740666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
31-12-2015,7.758,7.758,7.758,7.758,0.0012,0.116144019,0.008059304,7.756571429,7.7437,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
01-01-2016,7.727,7.727,7.727,7.727,-0.0040,-0.399587523,0.010739336,7.75,7.7453,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
04-01-2016,7.723,7.723,7.723,7.723,-0.0005,-0.051766533,0.014314495,7.745285714,7.747,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
05-01-2016,7.739,7.739,7.739,7.739,0.0021,0.207173378,0.014380874,7.743857143,7.7484,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
06-01-2016,7.736,7.736,7.736,7.736,-0.0004,-0.038764698,0.013527749,7.741,7.7497,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
07-01-2016,7.736,7.736,7.736,7.736,0.0000,0,0.012079104,7.738285714,7.7504,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
08-01-2016,7.741,7.741,7.741,7.741,0.0006,0.064632885,0.011246163,7.737142857,7.751666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
10-01-2016,7.741,7.741,7.741,7.741,0.0000,0,0.007040698,7.734714286,7.752366667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
11-01-2016,7.754,7.754,7.754,7.754,0.0017,0.167936959,0.009180725,7.738571429,7.751966667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
12-01-2016,7.759,7.759,7.759,7.759,0.0006,0.064482848,0.009086882,7.743714286,7.751066667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
13-01-2016,7.765,7.765,7.765,7.765,0.0008,0.077329553,0.011759495,7.747428571,7.752566667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
14-01-2016,7.786,7.786,7.786,7.786,0.0027,0.270444301,0.017462886,7.754571429,7.754033333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
