Date,Price,Open,High,Low,Change %,Daily Return (%),Volatility (7D),SMA (7D),SMA (30D),Forward Premia of US$ 1-month (%),Forward Premia of US$ 3-month (%),Forward Premia of US$ 6-month (%),Reverse Repo Rate (%),Marginal Standing Facility (MSF) Rate (%),Bank Rate (%),Base Rate (%),91-Day Treasury Bill (Primary) Yield (%),182-Day Treasury Bill (Primary) Yield (%),364-Day Treasury Bill (Primary) Yield (%),10-Year G-Sec Yield (FBIL) (%),Cash Reserve Ratio (%),Statutory Liquidity Ratio (%),Policy Repo Rate (%),"Foreign Exchange Reserves 
(US $ Million)"
27-05-2013,7.335,7.335,7.335,7.335,-0.0008,-0.081732734,0.017222632,7.350428571,7.5975,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
28-05-2013,7.356,7.356,7.356,7.356,0.0029,0.286298569,0.016380883,7.353,7.5826,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
29-05-2013,7.39,7.39,7.39,7.39,0.0046,0.462207722,0.021438728,7.358571429,7.5697,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
30-05-2013,7.441,7.441,7.441,7.441,0.0069,0.690121786,0.038047589,7.369428571,7.558333333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
31-05-2013,7.443,7.443,7.443,7.443,0.0003,0.026878108,0.047273772,7.378142857,7.548,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
03-06-2013,7.244,7.244,7.244,7.244,-0.0267,-2.673653097,0.069136855,7.364285714,7.531666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
04-06-2013,7.192,7.192,7.192,7.192,-0.0072,-0.71783545,0.095435842,7.343,7.513433333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
05-06-2013,7.208,7.208,7.208,7.208,0.0022,0.22246941,0.108401151,7.324857143,7.4946,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
06-06-2013,7.212,7.212,7.212,7.212,0.0006,0.055493896,0.114970597,7.304285714,7.4769,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
07-06-2013,7.242,7.242,7.242,7.242,0.0042,0.415973378,0.110085465,7.283142857,7.459566667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
08-06-2013,7.242,7.242,7.242,7.242,0.0000,0,0.085468736,7.254714286,7.443266667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
10-06-2013,7.278,7.278,7.278,7.278,0.0050,0.497100249,0.028956453,7.231142857,7.428166667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
11-06-2013,7.302,7.302,7.302,7.302,0.0033,0.329760923,0.039593169,7.239428571,7.414133333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
12-06-2013,7.291,7.291,7.291,7.291,-0.0015,-0.150643659,0.037451556,7.253571429,7.399333333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
13-06-2013,7.331,7.331,7.331,7.331,0.0055,0.548621588,0.04117616,7.271142857,7.3854,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
14-06-2013,7.314,7.314,7.314,7.314,-0.0023,-0.231891966,0.034218486,7.285714286,7.3711,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
16-06-2013,7.317,7.317,7.317,7.317,0.0004,0.041017227,0.02969207,7.296428571,7.358533333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
17-06-2013,7.255,7.255,7.255,7.255,-0.0085,-0.847341807,0.025882518,7.298285714,7.346866667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
18-06-2013,7.279,7.279,7.279,7.279,0.0033,0.33080634,0.025754334,7.298428571,7.336633333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
19-06-2013,7.263,7.263,7.263,7.263,-0.0022,-0.219810414,0.028881531,7.292857143,7.3259,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
20-06-2013,7.393,7.393,7.393,7.393,0.0179,1.789893983,0.047510901,7.307428571,7.323266667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
21-06-2013,7.433,7.433,7.433,7.433,0.0054,0.541052347,0.067416615,7.322,7.322466667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
23-06-2013,7.436,7.436,7.436,7.436,0.0004,0.040360554,0.079661486,7.339428571,7.323966667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
24-06-2013,7.518,7.518,7.518,7.518,0.0110,1.10274341,0.103028198,7.368142857,7.327766667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
25-06-2013,7.497,7.497,7.497,7.497,-0.0028,-0.279329609,0.099268515,7.402714286,7.333066667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
26-06-2013,7.579,7.579,7.579,7.579,0.0109,1.093770842,0.101685556,7.445571429,7.340666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
27-06-2013,7.557,7.557,7.557,7.557,-0.0029,-0.290275762,0.069252815,7.487571429,7.347066667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
28-06-2013,7.439,7.439,7.439,7.439,-0.0156,-1.56146619,0.060399858,7.494142857,7.348966667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
01-07-2013,7.455,7.455,7.455,7.455,0.0022,0.215082672,0.057174337,7.497285714,7.352766667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
02-07-2013,7.464,7.464,7.464,7.464,0.0012,0.120724346,0.052999102,7.501285714,7.356866667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
03-07-2013,7.502,7.502,7.502,7.502,0.0051,0.509110397,0.052500794,7.499,7.362433333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
04-07-2013,7.419,7.419,7.419,7.419,-0.0111,-1.106371634,0.060642198,7.487857143,7.364533333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
05-07-2013,7.497,7.497,7.497,7.497,0.0105,1.05135463,0.046333676,7.476142857,7.3681,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
08-07-2013,7.572,7.572,7.572,7.572,0.0100,1.00040016,0.050825565,7.478285714,7.372466667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
09-07-2013,7.548,7.548,7.548,7.548,-0.0032,-0.316957211,0.053414819,7.493857143,7.375966667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
10-07-2013,7.522,7.522,7.522,7.522,-0.0034,-0.344462109,0.051250552,7.503428571,7.385233333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
11-07-2013,7.47,7.47,7.47,7.47,-0.0069,-0.691305504,0.050526278,7.504285714,7.3945,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
12-07-2013,7.535,7.535,7.535,7.535,0.0087,0.870147256,0.051800901,7.509,7.4054,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
15-07-2013,7.55,7.55,7.55,7.55,0.0020,0.199071002,0.034711738,7.527714286,7.416666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
16-07-2013,8.068,8.068,8.068,8.068,0.0686,6.860927152,0.204783393,7.609285714,7.4442,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
17-07-2013,8.052,8.052,8.052,8.052,-0.0020,-0.198314328,0.262459158,7.677857143,7.4712,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
18-07-2013,7.987,7.987,7.987,7.987,-0.0081,-0.807252856,0.278233629,7.740571429,7.494833333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
19-07-2013,7.939,7.939,7.939,7.939,-0.0060,-0.600976587,0.268092912,7.800142857,7.516066667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
22-07-2013,8.087,8.087,8.087,8.087,0.0186,1.864214637,0.241575188,7.888285714,7.5426,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
23-07-2013,8.175,8.175,8.175,8.175,0.0109,1.088166193,0.203728344,7.979714286,7.570733333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
24-07-2013,8.424,8.424,8.424,8.424,0.0305,3.04587156,0.159500112,8.104571429,7.607733333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
25-07-2013,8.193,8.193,8.193,8.193,-0.0274,-2.742165242,0.161705346,8.122428571,7.636933333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
26-07-2013,8.162,8.162,8.162,8.162,-0.0038,-0.378371781,0.15904342,8.138142857,7.667166667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
29-07-2013,8.129,8.129,8.129,8.129,-0.0040,-0.404312668,0.144987192,8.158428571,7.6955,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
30-07-2013,8.255,8.255,8.255,8.255,0.0155,1.550006151,0.110332614,8.203571429,7.728566667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
31-07-2013,8.172,8.172,8.172,8.172,-0.0101,-1.005451242,0.099511665,8.215714286,7.754533333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
01-08-2013,8.065,8.065,8.065,8.065,-0.0131,-1.309348997,0.114560028,8.2,7.7756,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
02-08-2013,8.283,8.283,8.283,8.283,0.0270,2.703037818,0.073730203,8.179857143,7.803833333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
05-08-2013,8.201,8.201,8.201,8.201,-0.0099,-0.989979476,0.074029273,8.181,7.8266,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
06-08-2013,8.198,8.198,8.198,8.198,-0.0004,-0.036580905,0.073739245,8.186142857,7.849966667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
07-08-2013,8.138,8.138,8.138,8.138,-0.0073,-0.731885826,0.072647223,8.187428571,7.8686,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
08-08-2013,8.125,8.125,8.125,8.125,-0.0016,-0.159744409,0.069020356,8.168857143,7.887533333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
09-08-2013,8.126,8.126,8.126,8.126,0.0001,0.012307692,0.070837171,8.162285714,7.910433333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
10-08-2013,8.126,8.126,8.126,8.126,0.0000,0,0.059760634,8.171,7.9328,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
11-08-2013,8.126,8.126,8.126,8.126,0.0000,0,0.035089681,8.148571429,7.954866667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
12-08-2013,8.297,8.297,8.297,8.297,0.0210,2.104356387,0.065004395,8.162285714,7.981366667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
13-08-2013,8.398,8.398,8.398,8.398,0.0122,1.217307461,0.110999142,8.190857143,8.014,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
14-08-2013,8.499,8.499,8.499,8.499,0.0120,1.202667302,0.156772507,8.242428571,8.0474,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
15-08-2013,8.502,8.502,8.502,8.502,0.0004,0.03529827,0.173565275,8.296285714,8.0784,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
16-08-2013,8.884,8.884,8.884,8.884,0.0449,4.493060456,0.263020821,8.404571429,8.122933333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
19-08-2013,9.228,9.228,9.228,9.228,0.0387,3.872129671,0.374616693,8.562,8.1798,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
20-08-2013,8.903,8.903,8.903,8.903,-0.0352,-3.5218899,0.337135977,8.673,8.227566667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
21-08-2013,8.408,8.408,8.408,8.408,-0.0556,-5.559923621,0.318604472,8.688857143,8.256666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
22-08-2013,8.234,8.234,8.234,8.234,-0.0207,-2.069457659,0.348211553,8.665428571,8.279466667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
23-08-2013,8.264,8.264,8.264,8.264,0.0036,0.364342968,0.377064287,8.631857143,8.286,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
26-08-2013,8.339,8.339,8.339,8.339,0.0091,0.907550823,0.391188726,8.608571429,8.295566667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
27-08-2013,8.785,8.785,8.785,8.785,0.0535,5.348363113,0.381234336,8.594428571,8.322166667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
28-08-2013,8.961,8.961,8.961,8.961,0.0200,2.003414912,0.314858547,8.556285714,8.356233333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
29-08-2013,8.769,8.769,8.769,8.769,-0.0214,-2.142618011,0.293623017,8.537142857,8.378966667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
30-08-2013,8.596,8.596,8.596,8.596,-0.0197,-1.972858935,0.28839325,8.564,8.393,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
01-09-2013,8.602,8.602,8.602,8.602,0.0007,0.069799907,0.249072183,8.616571429,8.398933333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
02-09-2013,8.463,8.463,8.463,8.463,-0.0162,-1.615903278,0.21049228,8.645,8.407933333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
03-09-2013,8.58,8.58,8.58,8.58,0.0138,1.382488479,0.167398583,8.679428571,8.421866667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
04-09-2013,8.386,8.386,8.386,8.386,-0.0226,-2.261072261,0.191635815,8.622428571,8.430433333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
05-09-2013,8.418,8.418,8.418,8.418,0.0038,0.381588362,0.132529781,8.544857143,8.435866667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
06-09-2013,8.631,8.631,8.631,8.631,0.0253,2.530292231,0.099870631,8.525142857,8.451166667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
07-09-2013,8.631,8.631,8.631,8.631,0.0000,0,0.104765498,8.530142857,8.470033333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
08-09-2013,8.631,8.631,8.631,8.631,0.0000,0,0.108584398,8.534285714,8.481633333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
09-09-2013,8.631,8.631,8.631,8.631,0.0000,0,0.10876843,8.558285714,8.495966667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
10-09-2013,8.473,8.473,8.473,8.473,-0.0183,-1.83061059,0.112657297,8.543,8.505133333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
11-09-2013,8.464,8.464,8.464,8.464,-0.0011,-0.106219757,0.097359178,8.554142857,8.516,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
12-09-2013,8.5,8.5,8.5,8.5,0.0043,0.425330813,0.081964278,8.565857143,8.5285,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
13-09-2013,8.487,8.487,8.487,8.487,-0.0015,-0.152941176,0.080954132,8.545285714,8.540533333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
15-09-2013,8.492,8.492,8.492,8.492,0.0006,0.058913633,0.073090941,8.525428571,8.552733333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
16-09-2013,8.429,8.429,8.429,8.429,-0.0074,-0.741874706,0.063741293,8.496571429,8.562833333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
17-09-2013,8.438,8.438,8.438,8.438,0.0011,0.106774232,0.02712932,8.469,8.567533333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
18-09-2013,8.372,8.372,8.372,8.372,-0.0078,-0.782175871,0.045372007,8.454571429,8.566666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
19-09-2013,8.193,8.193,8.193,8.193,-0.0214,-2.138079312,0.108159494,8.415857143,8.556466667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
20-09-2013,8.578,8.578,8.578,8.578,0.0470,4.699133407,0.121471533,8.427,8.559,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
22-09-2013,8.576,8.576,8.576,8.576,-0.0002,-0.023315458,0.132916909,8.439714286,8.548733333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
23-09-2013,8.851,8.851,8.851,8.851,0.0321,3.206623134,0.205755518,8.491,8.536166667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
24-09-2013,8.839,8.839,8.839,8.839,-0.0014,-0.135577901,0.240574907,8.549571429,8.534033333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
25-09-2013,8.786,8.786,8.786,8.786,-0.0060,-0.599615341,0.249468578,8.599285714,8.546633333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
26-09-2013,8.718,8.718,8.718,8.718,-0.0077,-0.77395857,0.230484789,8.648714286,8.562766667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
27-09-2013,8.71,8.71,8.71,8.71,-0.0009,-0.091764166,0.113016012,8.722571429,8.577633333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
29-09-2013,8.71,8.71,8.71,8.71,0.0000,0,0.094343092,8.741428571,8.59,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
30-09-2013,8.766,8.766,8.766,8.766,0.0064,0.64293915,0.059838274,8.768571429,8.589366667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
01-10-2013,8.728,8.728,8.728,8.728,-0.0043,-0.433493041,0.048603841,8.751,8.5816,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
02-10-2013,8.735,8.735,8.735,8.735,0.0008,0.08020165,0.029271309,8.736142857,8.580466667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
03-10-2013,8.635,8.635,8.635,8.635,-0.0114,-1.144819691,0.040057696,8.714571429,8.581766667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
04-10-2013,8.613,8.613,8.613,8.613,-0.0025,-0.25477707,0.055313823,8.699571429,8.582133333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
07-10-2013,8.683,8.683,8.683,8.683,0.0081,0.812724951,0.055406721,8.695714286,8.589466667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
08-10-2013,8.496,8.496,8.496,8.496,-0.0215,-2.153633537,0.092699206,8.665142857,8.586666667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
09-10-2013,8.455,8.455,8.455,8.455,-0.0048,-0.482580038,0.109338487,8.620714286,8.588966667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
10-10-2013,8.421,8.421,8.421,8.421,-0.0040,-0.402128918,0.120167145,8.576857143,8.589066667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
11-10-2013,8.489,8.489,8.489,8.489,0.0081,0.807505047,0.100586139,8.541714286,8.584333333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
14-10-2013,8.575,8.575,8.575,8.575,0.0101,1.013075745,0.093627682,8.533142857,8.582466667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
15-10-2013,8.66,8.66,8.66,8.66,0.0099,0.991253644,0.101650428,8.539857143,8.583433333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
16-10-2013,8.663,8.663,8.663,8.663,0.0003,0.034642032,0.09713736,8.537,8.5845,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
17-10-2013,8.602,8.602,8.602,8.602,-0.0070,-0.704144061,0.097939486,8.552142857,8.5888,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
18-10-2013,8.552,8.552,8.552,8.552,-0.0058,-0.581260172,0.088291185,8.566,8.591733333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
21-10-2013,8.604,8.604,8.604,8.604,0.0061,0.608044902,0.061110361,8.592142857,8.5952,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
22-10-2013,8.606,8.606,8.606,8.606,0.0002,0.023245002,0.040834742,8.608857143,8.599166667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
23-10-2013,8.631,8.631,8.631,8.631,0.0029,0.290495003,0.038515921,8.616857143,8.6038,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
24-10-2013,8.583,8.583,8.583,8.583,-0.0056,-0.556134863,0.034973459,8.605857143,8.608933333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
25-10-2013,8.579,8.579,8.579,8.579,-0.0005,-0.046603752,0.025122557,8.593857143,8.613633333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
27-10-2013,8.579,8.579,8.579,8.579,0.0000,0,0.025382784,8.590571429,8.620533333,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
28-10-2013,8.656,8.656,8.656,8.656,0.0090,0.897540506,0.029193933,8.605428571,8.635966667,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,400296.8
